,region,place,cost_nomad,cost_coworking,cost_expat,coffee_in_cafe,cost_beer,places_to_work,free_wifi_available,internet_speed,freedom_score,peace_score,safety,fragile_states_index,press_freedom_index,female_friendly,lgbt_friendly,friendly_to_foreigners,racism,leisure,life_score,nightlife,weed
450,Asia,Haikou,1732.0,72.92,2800.0,1.26,1.26,0.4,0.4,4.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.8,0.68,0.6,0.0
451,Asia,Fuzhou,2163.0,72.92,944.0,4.1,4.1,0.4,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.65,0.6,0.0
452,Asia,Kunshan,1484.0,72.92,1922.0,3.15,3.15,0.4,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.6,0.4,0.4,0.63,0.2,0.0
453,Asia,Guiyang,818.0,72.92,754.0,2.3,2.3,0.4,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.64,0.6,0.0
454,Asia,Huainan,1210.0,72.92,2567.0,3.15,3.15,0.4,0.4,4.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.6,0.64,0.6,0.0
455,Asia,Cixi,1490.0,72.92,2004.0,3.15,3.15,0.4,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.6,0.65,0.6,0.0
456,Asia,Changzhou,1533.0,72.92,7037.0,3.86,3.86,0.4,0.4,3.0,0.2,0.6,0.8,74.9,80.96,0.6,0.6,0.6,0.2,0.6,0.64,0.6,0.0
457,Asia,Jiangmen,1677.0,72.92,1423.0,3.15,3.15,0.4,0.4,2.0,0.2,0.6,0.8,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.65,0.6,0.0
458,Asia,Jinan,1129.0,72.92,873.0,3.15,3.15,0.4,0.4,2.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.63,0.6,0.0
459,Asia,Huai'an,1347.0,72.92,1090.0,3.15,3.15,0.4,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.64,0.6,0.0
460,Asia,Jiaxing,1550.0,72.92,1010.0,3.94,3.94,0.4,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.64,0.6,0.0
461,Asia,Hefei,1479.0,72.92,1221.0,3.15,3.15,0.4,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.64,0.6,0.0
462,Asia,Changsha,2897.0,72.92,919.0,3.15,3.15,0.4,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.64,0.6,0.0
463,Asia,Foshan,1294.0,72.92,1209.0,2.67,2.67,0.4,0.4,4.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.6,0.4,0.6,0.6,0.4,0.0
464,Asia,Beijing,1893.0,243.55,1745.0,2.55,2.55,0.8,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.2,0.4,0.4,0.6,0.57,0.45,0.0
465,Asia,Nantong,1579.0,72.92,2281.0,3.15,3.15,0.4,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.6,0.4,0.4,0.64,0.2,0.0
466,Asia,Changshu,1590.0,72.92,13406.0,3.15,3.15,0.4,0.4,4.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.61,0.6,0.0
467,Asia,Nanchang,584.0,59.25,578.0,0.73,0.73,0.4,0.8,3.0,0.2,0.6,0.8,74.9,80.96,0.8,0.4,0.4,0.4,0.4,0.61,0.6,0.0
468,Asia,Yiwu,1385.0,467.23,896.0,0.0,0.0,0.4,0.4,2.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.6,0.2,0.4,0.64,0.4,0.0
469,Asia,Xiamen,2087.0,591.06,1812.0,3.5,3.5,0.4,0.4,2.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.6,0.2,0.4,0.65,0.4,0.0
470,Asia,Zhuhai,2041.0,477.54,1628.0,2.43,2.43,0.4,0.4,2.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.4,0.2,0.4,0.63,0.4,0.0
471,Asia,Shantou,623.0,59.25,552.0,0.73,0.73,0.6,0.6,0.0,0.2,0.6,0.8,74.9,80.96,0.8,0.4,0.6,0.4,0.6,0.61,0.4,0.0
472,Asia,Huizhou,2792.0,72.92,791.0,3.15,3.15,0.4,0.4,4.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.66,0.6,0.0
473,Asia,Wuhan,915.0,88.96,926.0,1.09,1.09,0.2,0.2,3.0,0.2,0.6,0.8,74.9,80.96,0.8,0.4,0.4,0.4,0.6,0.61,0.4,0.0
474,Asia,Hohhot,1531.0,72.92,897.0,3.15,3.15,0.4,0.4,2.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.63,0.6,0.0
475,Asia,Guangzhou,972.0,88.96,1105.0,1.09,1.09,0.4,0.4,4.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.6,0.4,0.8,0.61,0.6,0.0
476,Asia,Datong,2683.0,72.92,1729.0,3.15,3.15,0.4,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.8,0.66,0.6,0.0
477,Asia,Quanzhou,1259.0,72.92,1242.0,2.67,2.67,0.4,0.6,4.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.6,0.4,0.6,0.61,0.4,0.0
478,Asia,Tianjin,1178.0,88.96,886.0,1.09,1.09,0.6,0.6,3.0,0.2,0.6,0.8,74.9,80.96,0.8,0.4,0.6,0.4,0.6,0.59,0.4,0.0
479,Asia,Taiyuan,1563.0,72.92,938.0,4.73,4.73,0.4,0.4,4.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.6,0.4,0.6,0.59,0.4,0.0
480,Asia,Wenzhou,1214.0,112.63,634.0,1.39,1.39,0.4,0.2,2.0,0.2,0.6,0.8,74.9,80.96,0.8,0.4,0.4,0.4,0.4,0.6,0.4,0.0
481,Asia,Qingdao,1590.0,118.67,868.0,1.46,1.46,0.6,0.8,2.0,0.2,0.6,0.6,74.9,80.96,0.8,0.6,0.6,0.4,0.6,0.62,0.6,0.0
482,Asia,Chongqing,764.0,65.3,669.0,0.8,0.8,0.6,0.8,2.0,0.2,0.6,0.6,74.9,80.96,0.8,0.6,0.6,0.4,0.6,0.59,0.6,0.0
483,Asia,Chengdu,944.0,88.96,919.0,1.09,1.09,0.6,0.6,4.0,0.2,0.6,0.8,74.9,80.96,0.8,0.6,0.6,0.4,0.6,0.6,0.6,0.0
484,Asia,Weihai,1373.0,373.99,2039.0,0.44,0.44,0.4,0.4,0.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.4,0.2,0.4,0.6,0.4,0.0
485,Asia,Changchun,1252.0,72.92,790.0,3.09,3.09,0.4,0.4,4.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.61,0.6,0.0
486,Asia,Jiamusi,1023.0,72.92,679.0,3.15,3.15,0.4,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.61,0.6,0.0
487,Asia,Wuxi,2148.0,549.6,1684.0,3.94,3.94,0.4,0.4,2.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.4,0.2,0.4,0.61,0.4,0.0
488,Asia,Linyi,1103.0,88.96,563.0,1.09,1.09,0.2,0.4,0.0,0.2,0.6,0.8,74.9,80.96,0.8,0.4,0.6,0.4,0.4,0.61,0.2,0.0
489,Asia,Yantai,1767.0,465.62,1351.0,3.94,3.94,0.4,0.4,2.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.4,0.2,0.4,0.6,0.4,0.0
490,Asia,Anshan,763.0,72.92,676.0,0.8,0.8,0.4,0.4,2.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.58,0.4,0.0
491,Asia,Suzhou,1036.0,88.96,1010.0,1.09,1.09,0.4,0.4,4.0,0.2,0.6,0.8,74.9,80.96,0.8,0.4,0.6,0.4,0.6,0.6,0.6,0.0
492,Asia,Shenyang,1213.0,72.92,865.0,2.67,2.67,0.4,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.6,0.4,0.4,0.56,0.4,0.0
493,Asia,Fushun,1844.0,72.92,1957.0,3.15,3.15,0.4,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.61,0.6,0.0
494,Asia,Xuzhou,1532.0,88.96,635.0,1.09,1.09,0.4,0.2,4.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.4,0.4,0.4,0.57,0.4,0.0
495,Asia,Zhengzhou,1178.0,88.96,591.0,1.09,1.09,0.4,0.4,2.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.4,0.6,0.57,0.6,0.0
496,Asia,Handan,729.0,88.96,814.0,1.09,1.09,0.4,0.4,0.0,0.2,0.6,0.8,74.9,80.96,0.8,0.4,0.4,0.4,0.4,0.55,0.6,0.0
497,Asia,Putian,2455.0,72.92,1206.0,2.67,2.67,0.4,0.4,0.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.6,0.4,0.4,0.6,0.4,0.0
498,Asia,Tangshan,1622.0,72.92,1279.0,2.67,2.67,0.4,0.4,2.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.6,0.4,0.4,0.58,0.4,0.0
499,Asia,Baoding,706.0,59.25,488.0,0.73,0.73,0.2,0.4,1.0,0.2,0.6,0.8,74.9,80.96,0.8,0.4,0.4,0.4,0.4,0.5,0.4,0.0
500,Asia,Harbin,1209.0,177.92,984.0,2.19,2.19,0.4,0.4,3.0,0.2,0.6,0.8,74.9,80.96,0.8,0.4,0.4,0.4,0.4,0.56,0.4,0.0
501,Asia,Qiqihar,1143.0,72.92,900.0,2.67,2.67,0.4,0.4,4.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.6,0.4,0.4,0.54,0.4,0.0
502,Asia,Qinhuangdao,3387.0,72.92,1856.0,2.67,2.67,0.4,0.4,2.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.6,0.4,0.4,0.57,0.4,0.0
503,Europe,Dublin,3292.0,161.3,3179.0,5.38,5.38,0.8,0.4,31.0,0.8,1.0,0.96,22.5,12.4,0.6,0.8,0.6,1.0,0.62,0.83,1.0,0.0
504,Europe,Cork,2956.0,161.3,2256.0,5.38,5.38,0.4,0.4,17.0,0.8,1.0,1.0,22.5,12.4,0.6,0.8,0.8,1.0,0.8,0.81,0.6,0.0
505,Europe,Galway,3282.0,161.3,2798.0,6.45,6.45,0.4,0.6,28.0,0.8,1.0,0.82,22.5,12.4,1.0,0.6,0.8,1.0,0.8,0.86,0.8,0.0
506,Europe,Minsk,1329.0,74.9,781.0,0.75,0.75,0.8,0.4,21.0,0.2,0.6,0.64,73.9,54.32,0.9,0.38,1.0,0.0,0.6,0.72,0.6,0.0
507,Europe,Grodno,1151.0,60.92,480.0,0.75,0.75,0.2,0.4,15.0,0.2,0.6,0.6,73.9,54.32,0.0,0.2,0.8,0.0,0.4,0.66,0.4,0.0
508,Europe,Moscow,1883.0,197.02,1746.0,3.79,3.79,1.0,1.0,13.0,0.2,0.4,0.6,81.0,49.03,0.4,0.2,0.4,0.6,1.0,0.59,1.0,0.0
509,Europe,Saint Petersburg,1724.0,113.67,1153.0,3.03,3.03,1.0,0.6,0.0,0.2,0.4,0.58,81.0,49.03,0.4,0.2,0.8,0.64,0.4,0.57,0.4,0.0
510,Europe,Kazan,2107.0,60.62,1194.0,6.06,6.06,0.8,0.4,11.0,0.2,0.4,0.44,81.0,49.03,0.4,0.2,0.6,0.4,0.4,0.59,0.6,0.0
511,Europe,Yekaterinburg,1378.0,181.87,1164.0,3.03,3.03,0.8,0.4,10.0,0.2,0.4,0.6,81.0,49.03,0.62,0.2,0.27,0.4,0.6,0.57,0.6,0.0
512,Europe,Obninsk,621.0,61.63,718.0,0.76,0.76,0.2,0.2,23.0,0.2,0.4,0.4,81.0,49.03,0.4,0.2,0.4,0.4,0.2,0.49,0.2,0.0
513,Europe,Saratov,982.0,69.72,565.0,1.44,1.44,0.4,0.6,12.0,0.2,0.4,0.4,81.0,49.03,0.4,0.2,0.8,0.4,0.6,0.53,0.4,0.0
514,Europe,Kaliningrad,2531.0,431.43,1654.0,5.3,5.3,0.4,0.4,16.0,0.2,0.4,0.6,81.0,49.03,0.6,0.2,0.6,0.4,0.4,0.58,0.4,0.0
515,Europe,Nizhny,2012.0,369.8,1483.0,4.55,4.55,0.4,0.4,0.0,0.2,0.4,0.6,81.0,49.03,0.6,0.2,0.8,0.4,0.4,0.58,0.8,0.0
516,Europe,Krasnoyarsk,1945.0,369.8,1458.0,4.55,4.55,0.4,0.6,11.0,0.2,0.4,0.8,81.0,49.03,0.6,0.6,0.8,0.4,0.8,0.61,0.6,0.0
517,Europe,Izhevsk,1177.0,212.63,851.0,2.61,2.61,0.4,0.4,12.0,0.2,0.4,0.6,81.0,49.03,0.6,0.2,0.6,0.4,0.2,0.54,0.6,0.0
518,Europe,Samara,1086.0,60.62,636.0,1.52,1.52,0.4,0.4,6.0,0.2,0.4,0.4,81.0,49.03,0.4,0.2,0.8,1.8181818181818002e+28,0.4,0.49,0.2,0.0
519,Europe,Tomsk,1511.0,277.35,1157.0,3.41,3.41,0.2,0.4,25.0,0.2,0.4,0.8,81.0,49.03,0.6,0.2,0.8,0.4,0.2,0.56,0.4,0.0
520,Europe,Rostov-on-Don,1004.0,182.74,843.0,1.72,1.72,0.2,0.4,10.0,0.2,0.4,0.6,81.0,49.03,0.4,0.2,0.2,0.6,0.4,0.5,0.2,0.0
521,Europe,Novosibirsk,1074.0,30.31,892.0,2.65,2.65,0.4,0.6,10.0,0.2,0.4,0.6,81.0,49.03,0.6,0.18,0.6,0.45,0.27,0.54,0.6,0.0
522,Europe,Chelyabinsk,1606.0,266.25,1324.0,3.27,3.27,0.4,0.6,18.0,0.2,0.4,0.6,81.0,49.03,0.6,0.2,0.6,0.4,0.4,0.55,0.4,0.0
523,Europe,Ufa,1167.0,218.57,1039.0,2.59,2.59,0.4,0.4,10.0,0.2,0.4,0.6,81.0,49.03,0.4,0.2,0.45,0.4,0.4,0.51,0.2,0.0
524,Europe,Krasnodar,1152.0,227.47,1035.0,2.15,2.15,0.4,0.6,3.0,0.2,0.4,0.8,81.0,49.03,0.6,0.6,0.8,0.4,0.4,0.57,0.8,0.0
525,Europe,Vladivostok,2014.0,369.8,1828.0,4.55,4.55,0.4,0.4,3.0,0.2,0.4,0.8,81.0,49.03,0.6,0.2,0.6,0.4,0.4,0.54,0.6,0.0
526,Asia,Gurgaon,1394.0,132.88,1112.0,2.58,2.58,0.8,0.4,5.0,0.2,0.4,0.6,79.6,43.17,0.4,0.2,0.4,0.2,1.0,0.68,0.4,0.0
527,Asia,Visakhapatnam,1114.0,165.24,782.0,2.63,2.63,0.6,0.6,5.0,0.2,0.4,0.8,79.6,43.17,0.6,0.4,0.8,0.4,0.6,0.7,0.6,0.0
528,Asia,Chennai,770.0,73.82,816.0,0.55,0.55,0.4,0.2,5.0,0.2,0.4,0.4,79.6,43.17,0.2,0.2,0.6,0.2,0.4,0.57,0.6,0.0
529,Asia,Raipur,1344.0,59.06,429.0,3.03,3.03,0.4,0.6,11.0,0.2,0.4,0.4,79.6,43.17,0.4,0.4,0.6,0.6,0.8,0.61,0.2,0.0
530,Asia,Chandigarh,1494.0,132.87,962.0,2.58,2.58,0.4,0.4,6.0,0.2,0.4,0.6,79.6,43.17,0.6,0.2,0.6,0.2,0.6,0.64,0.4,0.0
531,Asia,Guwahati,1486.0,210.16,899.0,2.58,2.58,0.4,0.4,6.0,0.2,0.4,0.6,79.6,43.17,0.4,0.2,0.4,0.2,0.6,0.6,0.4,0.0
532,Asia,Jodhpur,1201.0,73.82,1057.0,2.83,2.83,0.6,0.6,3.0,0.2,0.4,0.8,79.6,43.17,0.6,0.4,0.8,0.6,1.0,0.72,0.6,0.0
533,Asia,Bangalore,889.0,95.97,641.0,0.74,0.74,0.8,0.2,2.0,0.2,0.4,0.58,79.6,43.17,0.27,0.2,0.64,0.2,0.4,0.64,0.4,0.0
534,Asia,Tirupur,1041.0,59.06,296.0,0.0,0.0,0.4,0.4,6.0,0.2,0.4,0.4,79.6,43.17,0.4,0.4,0.8,0.6,0.2,0.56,0.2,0.0
535,Asia,Vijayawada,1987.0,178.58,696.0,4.83,4.83,0.6,0.4,10.0,0.2,0.4,0.4,79.6,43.17,0.4,0.4,0.8,0.4,0.4,0.6,0.4,0.0
536,Asia,Srinagar,1201.0,0.3,380.0,2.62,2.62,0.2,0.4,9.0,0.2,0.4,0.4,79.6,43.17,0.4,0.2,0.6,0.8,0.4,0.56,0.2,0.0
537,Asia,Hyderabad,745.0,59.06,772.0,0.74,0.74,0.8,0.2,4.0,0.2,0.4,0.4,79.6,43.17,0.2,0.2,0.8,0.2,0.42,0.58,0.6,0.0
538,Asia,New Delhi,962.0,103.35,1186.0,1.48,1.48,0.8,0.2,1.0,0.2,0.4,0.4,79.6,43.17,0.2,0.2,0.8,0.2,0.6,0.58,0.6,0.0
539,Asia,Nagpur,916.0,73.82,689.0,1.03,1.03,0.4,0.2,2.0,0.2,0.4,0.6,79.6,43.17,0.4,0.4,0.6,0.2,0.8,0.63,0.4,0.0
540,Asia,Aurangabad,1591.0,59.06,473.0,2.4,2.4,0.4,0.4,3.0,0.2,0.4,0.6,79.6,43.17,0.6,0.2,0.4,0.4,0.6,0.63,0.2,0.0
541,Asia,Jaipur,624.0,27.29,577.0,0.92,0.92,0.4,0.4,3.0,0.2,0.4,0.6,79.6,43.17,0.6,0.4,0.4,0.2,0.4,0.59,0.6,0.0
542,Asia,Jamshedpur,1243.0,59.06,462.0,2.34,2.34,0.4,0.6,2.0,0.2,0.4,0.6,79.6,43.17,0.6,0.2,0.6,0.4,0.6,0.66,0.2,0.0
543,Asia,Lucknow,1059.0,81.21,784.0,1.48,1.48,0.6,0.4,1.0,0.2,0.4,0.6,79.6,43.17,0.4,0.6,0.6,0.2,0.6,0.61,0.6,0.0
544,Asia,Ludhiana,915.0,67.55,1739.0,0.83,0.83,0.6,0.4,2.0,0.2,0.4,0.6,79.6,43.17,0.4,0.6,0.6,0.2,0.6,0.6,0.6,0.0
545,Asia,Mumbai,1301.0,103.35,1369.0,1.48,1.48,0.8,0.2,2.0,0.2,0.4,0.4,79.6,43.17,0.2,0.22,0.8,0.2,0.6,0.56,0.6,0.0
546,Asia,Kalyan,1229.0,59.06,488.0,1.43,1.43,0.4,0.4,2.0,0.2,0.4,0.6,79.6,43.17,0.4,0.2,0.6,0.4,0.6,0.63,0.2,0.0
547,Asia,Pune,931.0,36.91,739.0,1.11,1.11,0.4,0.2,3.0,0.2,0.4,0.6,79.6,43.17,0.4,0.4,0.8,0.2,0.6,0.62,0.6,0.0
548,Asia,Varanasi,624.0,122.36,709.0,2.4,2.4,0.8,0.6,1.0,0.2,0.4,0.8,79.6,43.17,0.4,0.4,0.8,0.4,0.6,0.67,0.6,0.0
549,Asia,Amritsar,986.0,73.82,1307.0,2.95,2.95,0.8,0.6,3.0,0.2,0.4,0.8,79.6,43.17,0.6,0.4,0.8,0.4,0.8,0.63,0.6,0.0
550,Asia,Dhanbad,1500.0,59.06,449.0,4.35,4.35,0.4,0.4,2.0,0.2,0.4,0.6,79.6,43.17,0.6,0.2,0.6,0.4,0.6,0.66,0.2,0.0
551,Asia,Gwalior,1170.0,59.06,373.0,1.59,1.59,0.4,0.4,2.0,0.2,0.4,0.6,79.6,43.17,0.4,0.2,0.6,0.4,0.6,0.64,0.2,0.0
552,Asia,Thrissur,815.0,59.06,697.0,0.95,0.95,0.4,0.4,1.0,0.2,0.4,0.44,79.6,43.17,0.4,0.4,0.6,0.6,0.8,0.64,0.2,0.0
553,Asia,Asansol,1594.0,59.06,496.0,0.0,0.0,0.4,0.4,2.0,0.2,0.4,0.6,79.6,43.17,0.4,0.2,0.8,0.4,0.6,0.65,0.2,0.0
554,Asia,Jabalpur,1659.0,59.06,617.0,4.62,4.62,0.4,0.4,2.0,0.2,0.4,0.6,79.6,43.17,0.4,0.2,0.6,0.4,0.6,0.64,0.2,0.0
555,Asia,Surat,839.0,72.05,845.0,0.89,0.89,0.4,0.2,2.0,0.2,0.4,0.6,79.6,43.17,0.6,0.4,0.8,0.2,0.8,0.64,0.4,0.0
556,Asia,Agra,857.0,59.06,1284.0,1.59,1.59,0.6,0.6,3.0,0.2,0.4,0.6,79.6,43.17,0.4,0.2,0.8,0.4,0.8,0.62,0.6,0.0
557,Asia,Ahmedabad,522.0,7.21,426.0,0.09,0.09,0.4,0.2,2.0,0.2,0.4,0.6,79.6,43.17,0.6,0.2,0.8,0.2,0.8,0.64,0.4,0.0
558,Asia,Thane,1095.0,95.97,896.0,0.89,0.89,0.4,0.2,2.0,0.2,0.4,0.4,79.6,43.17,0.4,0.4,0.8,0.2,0.8,0.57,0.6,0.0
559,Asia,Vadodara,860.0,87.06,558.0,1.07,1.07,0.4,0.2,3.0,0.2,0.4,0.6,79.6,43.17,0.4,0.4,0.8,0.2,0.8,0.63,0.6,0.0
560,Asia,Indore,1486.0,210.16,817.0,2.58,2.58,0.4,0.2,3.0,0.2,0.4,0.6,79.6,43.17,0.6,0.2,0.4,0.2,0.8,0.62,0.4,0.0
561,Asia,Noida,1129.0,103.35,948.0,1.33,1.33,0.4,0.2,4.0,0.2,0.4,0.4,79.6,43.17,0.2,0.4,0.6,0.2,0.6,0.55,0.8,0.0
562,Asia,Kannur,953.0,59.06,587.0,2.95,2.95,0.4,0.4,2.0,0.2,0.4,0.4,79.6,43.17,0.4,0.4,0.4,0.4,0.6,0.57,0.2,0.0
563,Asia,Kollam,1394.0,59.06,458.0,2.26,2.26,0.6,0.6,2.0,0.2,0.4,0.4,79.6,43.17,0.4,0.4,0.6,0.6,0.6,0.6,0.2,0.0
564,Asia,Kanpur,1406.0,59.06,667.0,6.27,6.27,0.6,0.4,3.0,0.2,0.4,0.4,79.6,43.17,0.4,0.4,0.6,0.4,0.6,0.59,0.2,0.0
565,Asia,Bhopal,1158.0,90.07,426.0,1.11,1.11,0.4,0.2,2.0,0.2,0.4,0.4,79.6,43.17,0.6,0.2,0.6,0.2,0.8,0.59,0.2,0.0
566,Asia,Allahabad,650.0,59.06,478.0,1.59,1.59,0.2,0.4,2.0,0.2,0.4,0.6,79.6,43.17,0.4,0.2,0.6,0.6,0.4,0.59,0.2,0.0
567,Asia,Nasik,745.0,90.07,688.0,1.11,1.11,0.6,0.2,2.0,0.2,0.4,0.6,79.6,43.17,0.4,0.4,0.6,0.2,0.6,0.6,0.8,0.0
568,Asia,Bhubaneswar,1487.0,210.16,1062.0,2.58,2.58,0.2,0.2,2.0,0.2,0.4,0.6,79.6,43.17,0.6,0.2,0.6,0.2,0.6,0.62,0.2,0.0
569,Asia,Mysore,903.0,59.06,1220.0,2.34,2.34,0.4,0.6,4.0,0.2,0.4,0.4,79.6,43.17,0.4,0.4,1.0,0.4,0.6,0.61,0.6,0.0
570,Asia,Kozhikode,1200.0,59.06,2801.0,2.34,2.34,0.4,0.4,4.0,0.2,0.4,0.4,79.6,43.17,0.4,0.4,0.8,0.4,0.6,0.6,0.4,0.0
571,Asia,Coimbatore,1362.0,210.16,904.0,2.58,2.58,0.4,0.4,3.0,0.2,0.4,0.6,79.6,43.17,0.6,0.2,0.6,0.2,0.6,0.61,0.2,0.0
572,Asia,Nashik,1046.0,59.06,2696.0,2.34,2.34,0.4,0.4,3.0,0.2,0.4,0.4,79.6,43.17,0.4,0.2,0.6,0.4,0.6,0.58,0.4,0.0
573,Asia,Kochi,582.0,51.68,604.0,0.44,0.44,0.2,0.2,4.0,0.2,0.4,0.4,79.6,43.17,0.2,0.2,0.6,0.2,0.4,0.54,0.6,0.0
574,Asia,Madurai,1234.0,59.06,687.0,2.34,2.34,0.6,0.4,4.0,0.2,0.4,0.4,79.6,43.17,0.4,0.4,0.6,0.4,0.6,0.59,0.4,0.0
575,Asia,Patna,982.0,59.06,610.0,2.34,2.34,0.4,0.4,2.0,0.2,0.4,0.4,79.6,43.17,0.4,0.4,0.6,0.6,0.8,0.56,0.2,0.0
576,Asia,Kolkata,868.0,57.58,662.0,0.92,0.92,0.4,0.2,4.0,0.2,0.4,0.4,79.6,43.17,0.2,0.2,0.8,0.2,0.6,0.52,0.2,0.0
577,Asia,Thiruvananthapuram,945.0,59.06,608.0,2.06,2.06,0.4,0.4,2.0,0.2,0.4,0.4,79.6,43.17,0.4,0.4,0.6,0.6,0.6,0.54,0.2,0.0
578,Asia,Goa,1134.0,147.65,613.0,1.11,1.11,0.4,0.6,2.0,0.2,0.4,0.6,79.6,43.17,0.2,0.6,0.6,0.2,1.0,0.58,1.0,0.0
579,Asia,Rajkot,959.0,59.06,970.0,1.98,1.98,0.4,0.4,2.0,0.2,0.4,0.4,79.6,43.17,0.4,0.4,0.6,0.6,0.6,0.53,0.2,0.0
580,Asia,Kota,1409.0,73.82,586.0,1.48,1.48,0.4,0.4,2.0,0.2,0.4,0.4,79.6,43.17,0.4,0.2,0.8,0.6,0.4,0.52,0.2,0.0
581,Asia,Ranchi,1408.0,59.06,451.0,1.11,1.11,0.4,0.4,2.0,0.2,0.4,0.4,79.6,43.17,0.4,0.4,0.6,0.6,0.4,0.53,0.2,0.0
582,Americas,Santiago,1516.0,182.5,1019.0,1.5,1.5,0.8,0.4,18.0,0.8,0.8,0.6,41.9,19.23,0.0,0.2,1.0,0.8,0.4,0.72,0.4,1.0
583,Europe,Belgrade,1014.0,87.43,781.0,1.35,1.35,0.8,0.62,10.0,0.6,0.6,0.8,72.0,27.6,0.8,0.2,0.82,0.62,0.8,0.71,1.0,0.0
584,Europe,Novi Sad,1077.0,124.45,682.0,1.53,1.53,0.6,0.8,17.0,0.6,0.6,0.6,72.0,27.6,0.8,0.4,0.6,0.6,0.4,0.68,0.6,0.0
585,Europe,Nis,798.0,71.11,529.0,0.87,0.87,1.0,0.6,19.0,0.6,0.6,1.0,72.0,27.6,0.6,0.2,1.0,0.6,0.6,0.71,0.6,0.0
586,Europe,Copenhagen,4850.0,270.94,3970.0,8.67,8.67,0.8,0.2,32.0,1.0,1.0,1.0,21.5,8.89,1.0,0.8,0.8,0.98,0.6,0.84,1.0,0.0
587,Europe,Aarhus,4374.0,587.57,3043.0,7.22,7.22,0.8,0.8,20.0,1.0,1.0,1.0,21.5,8.89,1.0,0.8,0.8,1.0,0.8,0.83,0.8,0.0
588,Europe,Aalborg,4220.0,587.57,2496.0,7.22,7.22,0.6,0.8,0.0,1.0,1.0,1.0,21.5,8.89,1.0,0.8,0.8,1.0,0.6,0.8,0.8,0.0
589,Asia,Yerevan,1187.0,170.05,1031.0,2.09,2.09,0.8,0.64,10.0,0.6,0.6,0.82,69.6,28.79,0.82,0.42,0.64,0.0,0.82,0.68,0.64,0.0
590,Europe,Bratislava,1487.0,149.47,1120.0,1.61,1.61,0.6,0.4,32.0,0.8,0.8,0.8,44.9,13.26,0.8,0.4,0.6,0.0,0.6,0.75,0.6,0.0
591,Europe,Kosice,1565.0,129.04,1079.0,1.61,1.61,0.4,0.6,12.0,0.8,0.8,0.6,44.9,13.26,0.8,0.2,0.6,0.0,0.8,0.74,0.4,0.0
